code,split,label,regime
511fd66b2df8,train,0,dim
07f5d7baf907,train,0,well-lit
ba08cee68c71,train,4,well-lit
e1b8acb1cea1,train,0,uneven
21abd36095a1,train,4,uneven
6089fa333013,train,3,dim
a01024054596,train,1,well-lit
5879285f9d8d,train,1,well-lit
ba25f947f4ec,train,2,uneven
187f6ccda87a,train,4,well-lit
2c8101f14723,train,0,well-lit
1002f3fe38f0,train,0,well-lit
22098b1fe461,train,1,uneven
84a72e15b23c,train,1,well-lit
02da652c74b8,train,0,uneven
55092c0071eb,train,2,well-lit
4689b739d240,train,4,well-lit
226c6ceb9185,train,0,dim
196e6a186452,train,2,dim
6bcce181be65,train,0,dim
ee78ce914066,train,1,dim
5056fa7d505f,train,0,dim
f9d52509c571,train,0,well-lit
2700754f71e9,train,2,well-lit
7da558d92100,train,0,well-lit
6e92b1c5ac8e,train,3,dim
3ce2f8a77a32,train,0,well-lit
13ab8db8c700,train,1,uneven
4c635a01593d,train,0,well-lit
8a3eb86ae4bd,train,0,uneven
bc8c6a778cde,train,0,well-lit
001639a390f0,train,4,uneven
8ab3faa3701f,train,0,uneven
278aa860dffd,train,1,well-lit
e7291472109b,train,0,dim
9a28d4e8aef0,train,2,uneven
d264396d8d1a,train,2,well-lit
c23ff6dcf15e,train,0,well-lit
df84e7113003,train,4,uneven
79059d0592c4,train,2,uneven
ad029ba7fa8b,train,0,uneven
e594c19e2e1d,train,0,well-lit
0fe31196e0e8,train,0,uneven
1b4625877527,train,2,well-lit
6c2555a9cae4,train,2,well-lit
67c03349bb31,train,2,well-lit
1f07dae3cadb,train,2,well-lit
80ed04a84a16,train,0,dim
6d5a8362dd1e,train,0,dim
d2ffe9287dc7,train,3,well-lit
8dfff47b06b7,train,2,uneven
e4e343eaae2a,train,2,well-lit
0e3572b5884a,train,0,uneven
a47432cd41e7,train,1,well-lit
e03e70bc8bba,train,2,well-lit
7e9081e95bf6,train,0,uneven
2f7789c1e046,train,4,uneven
4f5dd7660b17,train,0,uneven
55fd453001cc,train,2,dim
fbfa925506f6,train,0,well-lit
a56729de89e9,train,2,uneven
b16dd4483ca5,train,0,uneven
8bf2d925dc0c,train,0,uneven
7d94a000c2d0,train,0,uneven
2c77bf969079,train,0,dim
ae1344610ebe,train,2,well-lit
66393d8c60ba,train,0,uneven
a7673ac44509,train,0,dim
d865997a6280,train,0,well-lit
7d1b40fdbd86,train,2,well-lit
878a3a097436,train,2,well-lit
aa9cfe639ef1,train,2,well-lit
932181b93b2f,train,2,well-lit
571bbdbf585e,train,0,uneven
52edbe29d655,train,0,well-lit
29b52f64d2db,train,1,well-lit
247ac63e5510,train,4,uneven
8596a24a14bd,train,4,well-lit
157d17349cc6,train,2,uneven
2d3f4094c08a,train,0,well-lit
6b30767595d8,train,0,uneven
bb2f89488ecd,train,0,uneven
98277aeb96a7,train,0,well-lit
af87d48ffe01,train,0,uneven
f9e1c439d4c8,train,0,well-lit
ea15a290eb96,train,1,well-lit
ec01f0862669,train,0,uneven
a7c10ca6c117,train,0,uneven
5633ced07d8e,train,1,uneven
43fb6eda9b97,train,2,well-lit
87a9f4d20f07,train,0,uneven
906d02fb822d,train,0,well-lit
4c129470cec4,train,1,uneven
cb39761f0712,train,0,uneven
b0619ca93a5f,train,0,uneven
bca2bdc15fc5,train,2,dim
3c53198519f7,train,2,well-lit
1a90fad9ffa2,train,4,well-lit
aae8f9f3ef8c,train,3,uneven
87d46b1cc4e9,train,0,dim
5efa24b03d5e,train,1,uneven
38b9bb961847,train,1,uneven
885fa5fc5da8,train,0,well-lit
d1b279cc02ae,train,0,uneven
aeb6f4fd2eed,train,0,uneven
c568e5245ea5,train,2,well-lit
184a185e7447,train,0,dim
bffca6eeb2bf,train,0,uneven
f0800723bc63,train,2,well-lit
f0267c42907c,train,0,uneven
cb28adab4e8a,train,0,uneven
e229aca862c7,train,2,uneven
5b32ece9c627,train,0,well-lit
a0adbe677508,train,0,uneven
57760be09c03,train,2,well-lit
655cafb4c932,train,1,uneven
360832d84ce0,train,0,dim
f366fb1cc475,train,0,uneven
5dd2e26fc244,train,4,uneven
fe0fc67c7980,train,3,dim
12ef75375322,train,0,uneven
e4210e7fe587,train,3,dim
beb00fa6e7c9,train,0,dim
356304d15a5c,train,0,well-lit
ee3fe7809e6a,train,0,uneven
d7a01fca9838,train,0,well-lit
c4aef0d88d1b,train,0,well-lit
2f81ee5f2926,train,0,uneven
e3ec668f6fad,train,4,well-lit
2923971566fe,train,0,well-lit
6cdd0f985270,train,1,dim
b9fe7da14a32,train,0,dim
21d18b022429,train,4,dim
8dc22e65c06f,train,1,dim
5bea250d8bf5,train,0,uneven
02685f13cefd,train,4,well-lit
4fa26d065ad3,train,1,uneven
e756495c11cb,train,2,well-lit
8000a6b97a84,train,2,well-lit
65e530ee2e79,train,2,well-lit
5ba156a35ff2,train,0,uneven
e933923aab15,train,0,uneven
bba38f2294a3,train,4,uneven
98f48850ebce,train,2,well-lit
785777558f05,train,4,well-lit
42af7282349b,train,0,dim
15528e740543,train,2,well-lit
82deb07a6618,train,2,well-lit
50f5201fd18a,train,0,uneven
91b7a4179ecf,train,0,dim
2f284b6a1940,train,4,well-lit
de6210f88536,train,0,uneven
23148a40ecb0,train,2,well-lit
9de9421f17e3,train,0,uneven
8ae049175db6,train,4,dim
49e4b95ee2dc,train,0,dim
d0ffa0425ef1,train,3,well-lit
65e120143825,train,4,uneven
aa841de1ee82,train,2,well-lit
ab32db41c409,train,0,well-lit
42c65af5ab16,train,0,dim
e31c42a8652b,train,2,uneven
1b398c0494d1,train,0,well-lit
45e4b7eada54,train,1,well-lit
5b3e7197ac1c,train,3,dim
fe0e2dee1834,train,0,well-lit
b8dab47a260e,train,0,uneven
5ca779ace6e7,train,0,well-lit
af828dab3ffc,train,2,uneven
f9ecf1795804,train,2,well-lit
36ec36c301c1,train,2,well-lit
af5a0bc4e1fa,train,0,well-lit
306c841af3fc,train,0,dim
4403538fb50f,train,0,uneven
aed4e743c230,train,2,dim
4145dcb25053,train,0,uneven
a1872f9c0cba,train,0,well-lit
de2eb5c8aa83,train,0,dim
ab78a66dee6a,train,0,uneven
7828dd083cdc,train,0,uneven
c3cd0200df79,train,3,uneven
2682e6da9050,train,0,dim
5777ef74c9ec,train,1,well-lit
3f73c91b7e32,train,1,well-lit
a2dff8dbc9f8,train,0,uneven
3232b34cbe99,train,0,uneven
1c47815f4a6b,train,0,dim
821789e9053f,train,1,uneven
9d98a0b585f2,train,2,uneven
4a7dc013e802,train,4,dim
2f5c9cdfb333,train,2,well-lit
be3a7d9e981e,train,0,dim
a0cd7bffdaa0,train,4,uneven
3796af4d987a,train,4,dim
b532dedd928c,train,0,uneven
42a850acd2ac,train,2,uneven
1509d097b69a,train,0,uneven
4abca30b676b,train,4,uneven
ec6f1797a25a,train,0,uneven
61f403fdb434,train,4,dim
0f6e645466a2,train,0,well-lit
b46b09a45f39,train,0,uneven
971bb98ab935,train,0,uneven
dd285d9e97fe,train,0,uneven
2241b7e90782,train,2,well-lit
ace2281f00c4,train,0,well-lit
d8cdb7d7283a,train,2,well-lit
4c52922f3bfd,train,2,well-lit
a15470303941,train,2,well-lit
8e76054f0831,train,0,uneven
d97911a32918,train,0,uneven
178412895d5e,train,0,uneven
d6803e467592,train,0,uneven
4a44cc840ebe,train,2,well-lit
b99afe7137fb,train,4,dim
a2b995b81692,train,0,uneven
8e3b79e1f1f7,train,2,dim
b598bc9753c2,train,0,uneven
b6fd109b1bc9,train,0,dim
f57cf3b6f48e,train,0,well-lit
4289af3afbd2,train,2,uneven
521d3e264d71,train,2,dim
3dec415b188a,train,0,uneven
40c24aded50c,train,0,uneven
38e111cac46f,train,2,dim
7455e2b5fc57,train,2,well-lit
891329021e12,train,0,uneven
64b9206afb3f,train,0,uneven
beb2ad14fd2d,train,0,dim
c1e6fa1ad314,train,1,dim
ce887b196c23,train,2,well-lit
435d900fa7b2,train,2,uneven
1177d583c807,train,2,well-lit
da6bbb76d562,train,0,well-lit
adb56cecafaf,train,3,well-lit
b200c23b299b,train,0,uneven
8114d6a160df,train,1,well-lit
2b48daf24be0,train,3,uneven
5e97cb2b0888,train,0,dim
ea4ce9516144,train,0,uneven
36677b70b1ef,train,1,uneven
4818672273af,train,2,well-lit
12ce6a1a1f31,train,1,well-lit
e087bd4b88f2,train,0,uneven
af345c68e836,train,0,uneven
57f5ad4b5b29,train,0,dim
ae2c3f6312ef,train,0,uneven
ea9e0fb6fb0b,train,2,well-lit
3079490a4b9c,train,0,uneven
f0546a45ef10,train,0,uneven
e251bdf05b85,train,0,dim
191348830ddf,train,2,dim
215d2b7c3fde,train,0,dim
29d059522fa1,train,0,uneven
9985375d709f,train,0,uneven
46d3316c4857,train,4,well-lit
07083738b75e,train,2,well-lit
daad7b617f21,train,0,dim
05b1bb2bdb81,train,0,dim
96a9706b8534,train,1,well-lit
c21eb81de9fc,train,0,well-lit
43f22d1be8dd,train,0,uneven
445a8a6da55c,train,0,uneven
87b1938994b5,train,2,uneven
cbe633765ea7,train,0,uneven
d15ca3469b87,train,2,dim
780f9daaa24b,train,0,uneven
85cbb84ac8e0,train,4,well-lit
ea7e21bab610,train,0,uneven
609be3ca5ddf,train,0,dim
cb2f3c5d71a7,train,1,uneven
441affbe99aa,train,2,well-lit
6666c4f18396,train,2,dim
b460ca9fa26f,train,0,uneven
064af6592ba6,train,2,well-lit
77e15f213b04,train,0,uneven
10de500cf0c5,train,0,well-lit
33105f9b3a04,train,1,dim
b74de20d73de,train,0,uneven
70d0392397de,train,0,dim
7b20210d9120,train,1,uneven
f18abfa690ab,train,2,well-lit
436e1793d240,train,2,dim
12058bbb8299,train,0,uneven
7a77c3eb468c,train,0,uneven
a015ce4f51ad,train,2,well-lit
bd500a73beae,train,0,uneven
f2ee81781411,train,2,uneven
bc23f74e14dd,train,2,dim
0afbeeef0ff7,train,0,well-lit
0151781fe50b,train,0,uneven
3c9529918097,train,0,uneven
c5b58cc992af,train,0,well-lit
962c0fc85e13,train,0,uneven
c5ad60521f8c,train,2,well-lit
207a580de0ea,train,2,well-lit
c9d42d7534e0,train,2,well-lit
0f96c358a250,train,3,uneven
65f69234c8a7,train,0,uneven
a2ad3da4c7d6,train,2,well-lit
830e297965a1,train,0,uneven
f4874247ede6,train,0,uneven
3402124408ea,train,2,uneven
5cbe88914a72,train,0,uneven
d7ab5c040294,train,0,uneven
2776d70724d3,train,2,well-lit
2131aa3a1e6f,train,2,well-lit
35362d43e753,train,0,uneven
248dec89b3a2,train,0,well-lit
d5ad3362424c,train,0,dim
bdc6c60e9133,train,0,uneven
246e4506824a,train,2,uneven
4661006f3ba6,train,1,well-lit
b50b30aa6e6c,train,1,uneven
5b47043942f4,train,0,well-lit
f6d760566a51,train,0,uneven
498f143c0374,train,3,well-lit
c597ef460944,train,0,dim
bb733062f494,train,2,uneven
3710ff45299c,train,0,uneven
b4f41b5bf0ef,train,1,well-lit
789f0ec1eab8,train,0,uneven
8bbd7835e9aa,train,1,well-lit
240b25a7debe,train,0,dim
f23902998c21,train,2,uneven
c096131ad065,train,0,well-lit
71f6a6e4620a,train,1,well-lit
53f6c1c65c04,train,1,well-lit
1d74c4713e21,train,0,well-lit
4a213b405ee4,train,1,well-lit
e66ad813a508,train,0,well-lit
aec51513cf45,train,0,well-lit
5bf6f2958e53,train,0,uneven
cb02bb47fdc5,train,0,well-lit
df8365d6ac33,train,2,uneven
a646c084928c,train,0,well-lit
b11dcdcbc8c8,train,0,dim
48543037d0b3,train,2,well-lit
314862758acf,train,2,uneven
08752092140d,train,2,well-lit
8bc6716c2238,train,1,well-lit
f252046c0fe6,train,0,uneven
64678182d8a8,train,1,well-lit
186c1835eec5,train,0,uneven
33d72035c27a,train,0,uneven
86d58f850a0c,train,0,well-lit
286e9981dd9b,train,0,dim
c6d4e4a3bd4c,train,0,uneven
4a3da369b227,train,4,uneven
e47452069ea1,train,0,well-lit
1df3e03a8f5f,train,1,well-lit
2dd28ac497d2,train,0,uneven
07e827469099,train,0,well-lit
cd01672507c9,train,0,dim
6e092caa065f,train,0,uneven
d5c63a8d9e94,train,0,uneven
657859f893d9,train,2,well-lit
4bcee3cbe232,train,0,uneven
61c667663f2f,train,0,uneven
e16fc934069f,train,2,uneven
5b301a6d1ac7,train,2,dim
b09101adb478,train,0,uneven
c87493ed320c,train,2,well-lit
8a8a251770cd,train,0,uneven
9f935fb38440,train,0,well-lit
f06e7a9df795,train,0,dim
fd87b6b2e664,train,0,uneven
10f36b0239fb,train,1,well-lit
7a0cff4c24b2,train,2,well-lit
76095c338728,train,0,uneven
1fddd7c98fd2,train,0,dim
757572337fd0,train,2,well-lit
66bfec8d6bcd,train,0,uneven
7f39c36469b5,train,0,well-lit
08bef347f40d,train,0,well-lit
40dd4e6e4444,train,0,uneven
49d69c4c6290,train,2,well-lit
af6166d57f13,train,0,uneven
bc34f52c37c7,train,0,uneven
0ca0aee4d57e,train,2,dim
08c60c647673,train,0,dim
a9b3177f01c0,train,0,well-lit
a3132c8828e4,train,0,well-lit
a6d45de20e4d,train,4,well-lit
aa31bc6b8f4d,train,2,uneven
875d2ffcbf47,train,0,uneven
7214fc7cbe03,train,0,dim
45c39ab9e797,train,2,dim
07a1c7073982,train,1,dim
2665f72e2dd3,train,3,well-lit
c3acf47700ea,train,2,well-lit
b98f77098b9d,train,2,dim
7335a2d43ada,train,1,well-lit
c446985355f1,train,0,dim
da2bdf4236ac,train,0,uneven
5a36cea278ae,train,2,well-lit
d5a39339ff3d,train,2,well-lit
fea14b3d44b0,train,1,uneven
b8ebedd382de,train,1,well-lit
977e1ca77653,train,1,well-lit
90bde2ff8953,train,0,uneven
34acae864963,train,0,uneven
9b4fc15df3c8,train,0,dim
bd06028eb7dd,train,0,uneven
837acf120946,train,0,dim
855f0a5442b6,train,2,well-lit
1409ab48175a,train,0,uneven
7c2e852171c0,train,0,uneven
65e51e18242b,train,1,well-lit
150f92b45349,train,0,well-lit
e60e4edb3ca9,train,0,uneven
be21d8b60e2a,train,2,well-lit
4478b870e549,train,2,uneven
66366a90d1ef,train,0,dim
4134b290f5f3,train,0,well-lit
7bf981d9c7fe,train,1,uneven
f9d8ff3e6592,train,0,uneven
91f3c4c1e72b,train,0,well-lit
44e951e45dca,train,2,uneven
08037e4490e5,train,0,well-lit
55968f0e63c4,train,0,uneven
4ef7144e24ff,train,1,uneven
0a09aa7356c0,train,2,dim
e96099b961b4,train,2,well-lit
4c5ab774a381,train,0,uneven
07419eddd6be,train,2,dim
2a3a1ed1c285,train,2,dim
c0e15e8e2b46,train,1,dim
c6916bc42016,train,0,uneven
f30f203ef51e,train,2,uneven
8660e1864665,train,0,uneven
190a309f2cc5,train,0,well-lit
d911dd40c63b,train,0,uneven
43823561c3f0,train,0,uneven
f45f1485c940,train,2,well-lit
dad71ba27a9b,train,4,dim
f7e9fa75c7c1,train,0,uneven
3a1ecf5e2839,train,4,well-lit
810d3779abd9,train,3,well-lit
a11bf2edd470,train,4,well-lit
03e25101e8e8,train,1,well-lit
9041eb43456e,train,2,uneven
bd34a0639575,train,0,uneven
6a2c3f4ef329,train,0,dim
06024377d573,train,2,well-lit
4a693dd3921a,train,4,dim
60e269e3e188,train,2,well-lit
68332fdcaa70,train,1,well-lit
224bb938e2dd,train,2,uneven
7dee6bf8b9c1,train,2,uneven
89fc080f7e83,train,2,well-lit
cc1eebed9276,train,2,well-lit
80ca40196225,train,3,well-lit
0efc93ec838b,train,2,uneven
041f09eec1e8,train,2,well-lit
2cbfc6182ba2,train,2,uneven
9e2058917304,train,0,uneven
83e529e95b0e,train,1,well-lit
afc744fad65e,train,0,uneven
b06dabab4f09,train,2,dim
e4c799738a19,train,0,uneven
f8cf7ed8ef00,train,4,well-lit
eb32a815f78c,train,2,well-lit
18323d8f2470,train,2,well-lit
8329e80c10ac,train,0,uneven
bf1b7e21e774,train,2,uneven
1b862fb6f65d,train,0,well-lit
3b5dffe159b6,train,0,uneven
cbf0394039f8,train,2,well-lit
43bc7c066dfb,train,0,uneven
94076a9fb9b5,train,0,uneven
6294b378d09f,train,0,well-lit
28503940d10b,train,0,uneven
57a710de68a4,train,0,uneven
4ed31cc07366,train,2,uneven
bfdee9be1f1d,train,4,dim
cb547e723a16,train,4,dim
b56340f472d2,train,1,well-lit
6735931000ec,train,3,well-lit
ec57cc20d776,train,0,uneven
5c7ab966a3ee,train,4,dim
a0fd94e2ad76,train,0,uneven
7a46cfa69bae,train,0,well-lit
315c1a0d87fd,train,0,uneven
f62b8a076833,train,0,well-lit
b5bf7b84fc66,train,0,uneven
1968183f0e61,train,2,well-lit
c013e869acce,train,0,uneven
788ddb0b70b7,train,3,dim
1943983492e5,train,2,uneven
f0860c21533b,train,0,dim
81371b0c01ad,train,0,well-lit
50d8249f7bc9,train,0,uneven
76e589911303,train,1,well-lit
1f15ca672675,train,0,dim
6e092b306fe1,train,2,well-lit
6e3526053de0,train,0,dim
d0b132d2c7ec,train,4,uneven
c1819db0aece,train,0,well-lit
0519b934f6b1,train,2,dim
e93394175a19,train,3,uneven
66d2ca47aa44,train,2,dim
b576c5269ad1,train,1,well-lit
79be2ff796bf,train,2,uneven
e13412678eff,train,3,dim
19722bff5a09,train,1,uneven
9904939ab83d,train,2,dim
7bda86d95c5b,train,2,uneven
c6c2bad91f23,train,2,uneven
e580676516b0,train,1,well-lit
5c6194562ed2,train,2,well-lit
f02956bd7c50,train,0,well-lit
64ac539f58cb,train,0,well-lit
767d777ee889,train,0,uneven
02dda30d3acf,train,4,well-lit
b2aaa81cc8f0,train,2,well-lit
b9b99dad668d,train,1,well-lit
3428230bf1bd,train,2,well-lit
df6d13d04da1,train,0,uneven
10a5026eb8e6,train,0,dim
b64e1eef3d63,train,0,well-lit
6f4719c6bb4b,train,4,dim
05cd0178ccfe,train,3,uneven
51aa3361294c,train,0,dim
3c726de3ee90,train,1,uneven
ca891d37a43c,train,2,well-lit
70ed3ec68b94,train,2,well-lit
f6f3ea0d2693,train,4,well-lit
8c7c26c52a6c,train,4,uneven
cd66754e1b3b,train,0,well-lit
9ce46d400cd6,train,0,uneven
5ea9e447bb62,train,0,uneven
ac81fc200162,train,0,dim
510aa0a898fa,train,2,dim
6c250a30593b,train,4,uneven
badb5ff8d3c7,train,0,well-lit
14515b8f19b6,train,2,uneven
c334f8688b77,train,0,uneven
269b44e628eb,train,3,dim
76bc31e0d3be,train,0,uneven
81d79d53ed7b,train,0,dim
eadfc8809ec8,train,2,well-lit
0369f3efe69b,train,1,well-lit
80feb1f7ca5e,train,2,well-lit
e0313be77035,train,0,uneven
4dd14c380696,train,0,well-lit
8846b09384a4,train,0,dim
6dc07f968794,train,0,well-lit
2209daf71aab,train,0,dim
8ee50c26fc13,train,0,well-lit
3286073a976e,train,0,dim
d144144a2f3f,train,2,dim
ae94ce412de9,train,0,dim
4ccee4db09b6,train,0,uneven
882a71de424e,train,2,uneven
904b03ad5594,train,0,dim
09f1111a388a,train,0,dim
3580a545016d,train,0,well-lit
200d947f75db,train,1,well-lit
82088c6734e6,train,0,uneven
a93f1ea3ff4a,train,2,uneven
de18071c36e6,train,0,well-lit
014508ccb9cb,train,0,dim
0d0a21fd354f,train,2,dim
155e2df6bfcf,train,0,uneven
ed6704e3b72e,train,3,well-lit
7c52fe73e748,train,2,uneven
cb68fce07789,train,0,uneven
6f0463c1ff18,train,2,uneven
f952ad2e4356,train,0,well-lit
e16af45285e5,train,0,uneven
1438288bb2e1,train,2,dim
80dbeb0fdc75,train,0,uneven
aabd867043cf,train,0,uneven
172df1330a60,train,1,uneven
3f6bccf21ce8,train,0,uneven
224c14366e11,train,0,uneven
f9e779a13204,train,2,well-lit
8f10e41a2f02,train,0,uneven
65a7fe9482fe,train,0,well-lit
9c5dd3612f0c,train,2,uneven
12bc439d373a,train,0,uneven
8a482c024fc2,train,0,uneven
3dbc90c7ee7d,train,1,well-lit
8ceff4c4c860,train,0,uneven
d29096bd94aa,train,2,well-lit
389552047476,train,0,well-lit
1414128bead0,train,2,dim
ca9c912ebad7,train,2,well-lit
4f20f9a9a65b,train,2,dim
6fe67482bfae,train,4,uneven
e821c1b6417a,train,4,dim
022f820027b8,train,0,uneven
898f0bc8acfa,train,0,well-lit
b187b3c93afb,train,2,well-lit
cec299c2a2d5,train,0,dim
95e732e043a1,train,4,dim
44878f34e31f,train,0,well-lit
4a5a6efc0bef,train,0,uneven
6966abf40b8c,train,0,uneven
be68322c7223,train,2,uneven
c48ae5da188e,train,2,well-lit
f86d1c404acb,train,0,uneven
1d11794057ff,train,1,dim
dd3dad6ca78f,train,3,dim
929cd3867815,train,2,well-lit
1608c82a263f,train,0,dim
80f6b30ece8c,train,0,well-lit
d1fa0f744620,train,0,uneven
51af8c112682,train,4,well-lit
0eff8eacb2f7,train,2,well-lit
555d0bef3c5b,train,0,uneven
34723fae6475,train,2,well-lit
5eb311bcb5f9,train,2,dim
9ed6c2b25767,train,0,dim
75c180e04f65,train,0,uneven
3b58b02c89ed,train,2,uneven
0ce062f26edc,train,0,dim
96d48b073f18,train,2,uneven
76cfe8967f7d,train,2,dim
9a159d4674cd,train,0,well-lit
02358b47ea89,train,0,dim
38c7153457e2,train,0,well-lit
fe37f4492920,train,2,uneven
c6f5b5b5be41,train,0,uneven
5a27b9b2a9c1,train,0,dim
521b5377a727,train,0,dim
937bc1b924b1,train,0,uneven
fd4c946c52bf,train,0,dim
b0c9a492e068,train,0,dim
0da321efbce6,train,0,dim
73a07e2ea23e,train,0,well-lit
269f0792f11f,train,2,dim
0fffa73e2402,train,2,dim
8a01daa423f7,train,1,dim
e5197d77ec68,train,0,dim
7f6ce40f306b,train,2,well-lit
a1faeb4d5f10,train,0,uneven
99132193eaa0,train,1,well-lit
1f31701dd61b,train,0,uneven
18b99159a14f,train,0,uneven
33596a635b53,train,0,uneven
bf7b4eae7ad0,train,0,well-lit
f36cb007a1ef,train,0,well-lit
f68690db78d3,train,0,uneven
523ff163211b,train,2,well-lit
1db6bb46c102,train,0,uneven
20d5fdd450ae,train,4,uneven
0dbe6c26cedc,train,0,well-lit
4393c5bc576a,train,1,dim
ff8a0b45c789,train,4,uneven
ca7f5caddf96,train,2,dim
0afdfe5f422c,train,2,uneven
467b7d9d811c,train,2,well-lit
aa6242f9e08c,train,0,uneven
62e6f814c8f5,train,2,uneven
663a923d5398,train,2,dim
87774aafe068,train,4,well-lit
51e656e5a541,train,0,well-lit
d3dfd0a2dee6,train,0,well-lit
0fbbd665431f,train,0,dim
c90c6b94cf40,train,0,well-lit
763ad1236efe,train,0,uneven
518e880613de,train,4,uneven
5347b4c8e9b3,train,1,dim
290ecdba359f,train,2,well-lit
62ab144d5cee,train,2,well-lit
35df2bc6ae95,train,0,uneven
4704dbb59536,train,0,uneven
ffec9a18a3ce,train,2,dim
a0b7ad98df57,train,0,uneven
b82d5f1f1145,train,2,well-lit
358d2224de73,train,1,well-lit
9b95d6203406,train,2,well-lit
2da82d14e1b7,train,0,uneven
5ca73d28f17f,train,0,uneven
b13d72ceea26,train,2,uneven
8906c9ed54a2,train,0,uneven
352e4a939242,train,3,well-lit
7d261f986bef,train,2,well-lit
5c85d22bd0de,train,0,uneven
cc964bf04dbc,train,0,uneven
c1c8550508e0,train,2,dim
63c0eafd6aa9,train,0,uneven
c406325360b1,train,2,well-lit
c8d2d32f7f29,train,4,dim
d30d079e6f9a,train,0,uneven
32d7d360d891,train,0,uneven
b8fb9f55cd6d,train,2,uneven
d67374d3fa2a,train,2,well-lit
7aabd768abff,train,0,well-lit
58059e73d2d4,train,0,dim
15bed5adde74,train,3,dim
60f15dd68d30,train,4,dim
4ce74e5eb51d,train,2,uneven
28f98cfe3858,train,1,uneven
e30a890600e1,train,0,dim
dcf109df1a2b,train,0,uneven
0c7e82daf5a0,train,2,well-lit
5cde55f745af,train,2,well-lit
ef476be214d4,train,0,well-lit
53704c80f0d8,train,1,dim
07122e268a1d,train,4,well-lit
9c52b87d01f1,train,3,dim
61e301bd3c25,train,4,well-lit
a763661f98a5,train,3,uneven
e83d315d8f98,train,2,dim
ae5d31979f19,train,0,well-lit
7a06ea127e02,train,0,well-lit
c5ba9e455d5e,train,3,dim
95a4cc805c7b,train,1,dim
44855f666225,train,2,well-lit
f71bea807c96,train,0,well-lit
ce6f33a81ad5,train,0,uneven
f72adcac5638,train,4,well-lit
46923eea9a4e,train,2,well-lit
f7edc074f06b,train,2,well-lit
07a0be6b347f,train,0,uneven
c0a117de7d0a,train,0,uneven
98e44127872f,train,0,uneven
af8aa32beee4,train,2,uneven
cd4e7f9fa1a9,train,2,well-lit
e32dc722eca5,train,4,uneven
2f9b66784109,train,2,uneven
e50b0174690d,train,0,uneven
789c60cba801,train,0,well-lit
6e73acb2cf60,train,4,well-lit
ac1667fac512,train,0,well-lit
388f12e8df0b,train,2,uneven
a3475dc3ac80,train,2,well-lit
f58f0b2fd718,train,0,uneven
fc8fce67fbf8,train,0,dim
07a2b8cabf6b,train,0,uneven
111898ab463d,train,1,dim
a8652b2de23f,train,2,well-lit
f56ff0440ed1,train,0,dim
9bd008aab548,train,0,uneven
98104c8c67eb,train,2,dim
9878db94d9f3,train,3,well-lit
9b418ce42c13,train,2,well-lit
756b0d6488bb,train,1,well-lit
78bcdffb8785,train,1,well-lit
df841a0440d8,train,2,well-lit
b43440c6ebe4,train,0,dim
cf0575534cec,train,1,well-lit
4e1e252317b5,train,0,uneven
59fee5bc3479,train,4,dim
5723d0ec895e,train,2,dim
cbc2e57447c2,train,2,well-lit
1c9c583c10bf,train,0,well-lit
f09cfc6a4dbd,train,0,uneven
050bb1eafa76,train,0,uneven
c1799a6f5c65,train,4,uneven
ef99c499d665,train,0,uneven
dc0eea0b68a7,train,0,well-lit
880edb2cdb69,train,0,uneven
310c27067ac0,train,2,uneven
86fbac86ed3e,train,2,well-lit
be521870a0ea,train,0,dim
87b671c6d4c5,train,0,uneven
09eeafa9656a,train,2,uneven
6bf2a81a5d91,train,0,uneven
5b3d41626ec5,train,0,uneven
c01eae4b4939,train,4,well-lit
494fc9c745a3,train,1,well-lit
cd48cfab4e44,train,0,dim
e5f73f2855c0,train,0,uneven
fdd18ccbbdc5,train,1,dim
bfe467b7e997,train,2,well-lit
78b3f819dcc5,train,4,dim
d6dbb0820ea5,train,0,uneven
5995321563b7,train,0,uneven
a86c6283fd78,train,2,well-lit
e9ce5bf645ab,train,0,uneven
f02057c41256,train,0,dim
58af2c054ced,train,0,uneven
91e82fe4e434,train,0,uneven
eae70f527755,train,0,uneven
594f69b503ad,train,2,well-lit
97da093947e8,train,4,well-lit
fc603cbedb41,train,2,uneven
907aaff827e5,train,2,well-lit
8c29a76fa08c,train,0,uneven
b191ba0a2b12,train,3,dim
da44f80b422b,train,2,uneven
5d74f98d62be,train,4,well-lit
1632c4311fc9,train,2,well-lit
578109578b46,train,1,well-lit
916ec976ff30,train,3,well-lit
ca1036496659,train,1,dim
97c6cb55866d,train,0,well-lit
1c9521878baf,train,3,well-lit
e037643244b7,train,4,well-lit
731b19a460ad,train,2,uneven
04d029cfb612,train,2,uneven
3cdef7c591cc,train,0,well-lit
0cbcc7b23613,train,0,dim
2db0cd3e30da,train,0,dim
8ff2733f6aef,train,2,well-lit
197af0de76e2,train,0,uneven
3254e48c8aa0,train,0,uneven
d1ca85af57c9,train,0,uneven
a0445785e2f7,train,0,uneven
64a13949e879,train,2,uneven
c7c0470bcf87,train,2,dim
3599029efeb3,train,0,dim
500aad15b7c8,train,0,uneven
a8eb35b3bcd2,train,2,uneven
848e66b9e199,train,0,dim
67f5d89da548,train,1,uneven
27b68863349f,train,2,well-lit
665ce639a331,train,1,well-lit
a12ca80bb8c7,train,0,well-lit
b72a86d61959,train,0,uneven
